Date,Comp845,Comp793,Comp581,Comp135,Comp477,Comp298
2010-12-16,29.682289,29.723097,6.162,42.385239,178.039993,54.405521
2010-12-17,29.371363,29.470501,6.272,42.214527,177.580002,54.194263
2010-12-20,29.342569,29.678516,6.34,41.717979,183.289993,54.548828
2010-12-21,29.521063,30.458549,6.452,41.624893,184.75,54.556362
2010-12-22,29.659256,31.320311,6.526,41.361099,184.759995,54.518661
2010-12-23,29.636229,31.26088,6.018,41.586082,182.589996,54.496021
2010-12-27,29.480755,31.699184,5.11,41.562809,182.139999,54.375313
2010-12-28,29.388638,31.654606,5.282,41.694714,181.089996,54.850578
2010-12-29,29.532585,31.468897,5.546,41.958492,183.369995,54.843025
2010-12-30,29.296505,31.372293,5.3,41.950737,182.75,54.956184
2010-12-31,29.388638,31.513453,5.326,41.842133,180,54.473412
2011-01-03,29.734118,32.375217,5.324,42.330917,184.220001,54.66954
2011-01-04,29.981709,32.843777,5.334,42.493835,185.009995,54.563915
2011-01-05,30.736008,33.245392,5.366,42.214527,187.419998,53.553043
2011-01-06,30.672659,33.081783,5.576,41.865391,185.860001,53.29657
2011-01-07,30.45962,32.457024,5.648,41.958492,185.490005,53.29657
2011-01-10,30.206266,32.278522,5.69,41.686951,184.679993,53.168327
2011-01-11,30.874186,32.427277,5.392,42.121441,184.339996,53.613415
2011-01-12,32.394283,33.252831,5.392,42.555901,184.080002,53.930241
2011-01-13,32.348228,33.059456,5.244,42.509361,185.529999,54.013222
2011-01-14,32.336716,33.401588,5.15,42.524876,188.75,54.699707
2011-01-18,32.572796,33.282585,5.128,42.780899,191.25,54.767563
2011-01-19,32.273369,32.509075,4.806,42.69556,186.869995,54.367767
2011-01-20,31.985477,33.282585,4.524,43.440388,181.960007,54.586517
2011-01-21,32.00275,33.684208,4.608,43.238663,177.419998,54.895821
2011-01-24,32.100636,33.483387,4.898,43.486942,176.850006,54.782673
2011-01-25,31.876078,33.37183,4.936,44.425724,176.699997,54.661968
2011-01-26,31.835764,33.453648,4.95,44.472282,175.389999,54.782673
2011-01-27,31.922136,33.542892,4.984,44.666252,184.449997,55.159878
2011-01-28,31.179356,33.126385,4.802,43.991261,171.139999,54.26218
2011-01-31,31.461512,33.423882,4.82,43.50246,169.639999,54.194263
2011-02-01,32.008514,34.160202,4.782,43.704182,172.110001,54.639343
2011-02-02,32.705219,33.803207,4.788,43.339539,173.529999,53.44743
2011-02-03,32.981602,33.810642,4.726,43.386082,173.710007,55.846344
2011-02-04,32.676437,33.163582,4.692,43.471428,175.929993,55.921776
2011-02-07,32.728252,33.840385,4.614,43.50246,176.429993,56.012295
2011-02-08,33.206165,34.01889,4.898,43.742977,183.059998,56.427227
2011-02-09,33.574673,33.550323,4.642,44.014526,185.300003,56.483952
2011-02-10,33.085236,33.862694,4.644,43.130058,186.210007,56.393173
2011-02-11,32.958572,34.636196,4.65,43.207626,189.25,56.763863
2011-02-14,32.630367,34.613876,4.616,42.517117,190.419998,56.476387
2011-02-15,32.555515,34.822136,4.568,42.633499,189.029999,56.226768
2011-02-16,33.378899,35.655117,4.946,42.323154,186.619995,56.703331
2011-02-17,33.966213,35.565868,4.72,42.478321,187.759995,56.612545
2011-02-18,33.747417,35.699753,4.636,42.967129,186.5,57.058846
2011-02-22,32.267609,34.219704,4.374,41.640392,180.419998,55.893909
2011-02-23,32.509449,34.182507,4.366,41.143852,176.679993,55.099659
2011-02-24,32.388538,34.145325,4.506,40.414547,177.75,55.205547
2011-02-25,32.975853,34.718006,4.722,40.150742,177.240005,55.651867
2011-02-28,31.720613,34.725441,4.778,40.329193,173.289993,56.57473
2011-03-01,30.661148,33.914761,4.788,40.39901,169.440002,55.689671
2011-03-02,30.977835,33.624702,4.804,40.321442,172.020004,54.282692
2011-03-03,31.277252,34.271767,4.872,40.352463,172.789993,54.834892
2011-03-04,30.77631,33.855267,4.99,40.39901,171.669998,55.076958
2011-03-07,30.655388,33.609829,4.988,40.360222,169.080002,54.607975
2011-03-08,31.202398,34.509769,4.932,40.686077,166.889999,55.689671
2011-03-09,31.144808,34.628773,4.944,41.150959,169.050003,56.098164
2011-03-10,30.574776,33.862694,4.802,41.135345,166.139999,55.508129
2011-03-11,30.643877,34.01889,4.814,41.088463,168.070007,54.880272
2011-03-14,30.517191,33.691643,4.65,40.877506,166.729996,54.343197
2011-03-15,30.229292,33.178463,4.59,40.67437,165.080002,54.131393
2011-03-16,29.122643,32.583458,4.564,40.143082,164.699997,52.769802
2011-03-17,29.466288,33.14127,4.562,40.135273,160.970001,53.299309
2011-03-18,29.460457,34.01889,4.592,40.252468,161.820007,53.450607
2011-03-21,30.04874,33.93708,4.546,40.564983,164.520004,53.738037
2011-03-22,29.897305,33.818085,4.438,40.627491,162.600006,54.123856
2011-03-23,29.961367,33.914761,4.442,40.346222,165.320007,53.64727
2011-03-24,30.32832,34.011448,4.466,41.088463,171.100006,54.547432
2011-03-25,30.310837,34.108131,4.55,40.900948,170.979996,54.055756
2011-03-28,30.427338,34.182507,4.65,40.775921,169.350006,53.904461
2011-03-29,30.444801,34.227139,4.784,40.83062,174.619995,54.388584
2011-03-30,30.660316,34.546955,4.742,40.908756,179.419998,55.076958
2011-03-31,30.171041,34.286636,5.55,40.66655,180.130005,55.462746
2011-04-01,30.60206,34.47258,5.332,40.729076,180.130005,56.166229
2011-04-04,30.532173,34.652046,5.166,41.135345,182.940002,56.105732
2011-04-05,30.701077,34.831509,5.34,41.205654,185.289993,56.680599
2011-04-06,31.394207,35.624161,5.298,41.393169,182.759995,56.726025
2011-04-07,31.79027,35.444675,5.448,41.408779,184.910004,58.866768
2011-04-08,31.656303,35.025932,5.298,41.0494,184.710007,57.800167
2011-04-11,31.4641,35.040886,5.054,41.268154,184.039993,57.641323
2011-04-12,31.155407,34.876369,4.93,41.815067,180.479996,57.830425
2011-04-13,31.30102,34.584751,4.986,41.901005,182.289993,57.800167
2011-04-14,31.196175,33.62759,5.028,41.799438,181.820007,57.747231
2011-04-15,31.068024,33.567772,5.116,41.838501,180.009995,58.22377
2011-04-18,30.631191,32.872341,5.006,41.65099,178.339996,58.170834
2011-04-19,30.689436,33.38829,5.032,41.68224,178.820007,58.027119
2011-04-20,31.149567,33.320999,5.15,41.947884,183.869995,59.426533
2011-04-21,31.66213,33.410728,5.348,41.861946,185.889999,59.661049
2011-04-25,31.621367,33.358368,5.278,41.697861,185.419998,59.502182
2011-04-26,31.650484,33.73975,5.386,42.119774,182.300003,60.349396
2011-04-27,31.877636,34.023911,5.416,42.518223,196.630005,61.347897
2011-04-28,31.860165,34.285625,5.532,42.729176,195.070007,61.620235
2011-04-29,31.726202,34.121117,5.52,42.955765,195.809998,61.18906
2011-05-02,31.679615,33.784615,5.49,43.002636,201.190002,61.302521
2011-05-03,31.708725,34.337986,5.374,43.33078,198.449997,60.901604
2011-05-04,31.440804,34.023911,5.338,43.260464,199.970001,60.621712
2011-05-05,30.963186,33.777138,5.288,43.026073,197.110001,60.220802
2011-05-06,30.893297,33.679916,5.424,42.987011,197.600006,60.856224
2011-05-09,30.875811,33.620094,5.582,43.049511,200.800003,61.574829
2011-05-10,31.271894,33.769665,5.666,43.385479,203.940002,62.202694
2011-05-11,30.840879,33.074226,5.414,43.3894,204.380005,61.982693
2011-05-12,30.765148,32.969547,5.534,43.821968,206.070007,63.211704
2011-05-13,30.60206,32.266632,5.51,43.821968,202.559998,62.756519
2011-05-16,30.287544,32.064724,5.32,44.089375,192.509995,62.44545
2011-05-17,30.369085,32.760166,5.192,43.680389,194.809998,62.748928
2011-05-18,30.427834,32.962063,5.27,43.397266,197.089996,63.151024
2011-05-19,30.562975,32.902241,5.64,43.633209,198.800003,63.621399
2011-05-20,30.322084,32.251667,5.594,43.483788,198.649994,63.272427
2011-05-23,29.752188,31.817963,5.364,43.428741,196.220001,62.69582
2011-05-24,29.675812,31.660921,5.344,43.082687,193.270004,61.717148
2011-05-25,29.899071,31.608576,5.796,42.90966,192.259995,60.935738
2011-05-26,30.128212,31.743185,5.896,42.956841,195,61.307491
2011-05-27,30.380835,31.997423,5.91,43.019764,194.130005,61.853695
2011-05-31,30.762728,32.333931,6.028,43.428741,196.690002,62.574448
2011-06-01,30.204575,31.227224,5.704,42.70517,192.399994,60.852264
2011-06-02,30.316219,31.115055,5.752,42.115326,193.649994,59.934288
2011-06-03,30.157583,31.085133,6.026,42.201839,188.320007,59.031467
2011-06-06,29.934317,30.307449,5.74,42.280491,185.690002,58.940437
2011-06-07,30.028328,30.449518,5.674,42.335541,187.550003,59.44875
2011-06-08,29.658186,30.202763,5.424,42.22543,188.050003,59.881203
2011-06-09,29.899071,30.64395,5.524,42.170372,189.679993,59.957054
2011-06-10,29.346798,30.696293,5.572,41.462559,186.529999,59.403225
2011-06-13,29.523062,31.159914,5.686,41.383915,186.289993,59.517021
2011-06-14,29.658186,31.115055,5.72,41.611988,189.960007,60.116371
2011-06-15,29.006035,30.419624,5.464,41.147976,185.979996,59.122536
2011-06-16,28.829779,30.180325,5.3,41.549076,183.649994,59.820496
2011-06-17,28.794514,30.509342,5.3,41.541203,186.369995,60.412228
2011-06-20,28.712276,30.270061,5.202,41.714226,187.720001,61.641293
2011-06-21,29.006035,30.591602,5.506,41.910854,194.229996,61.747505
2011-06-22,28.577145,30.427099,5.442,41.69062,191.630005,61.087467
2011-06-23,28.45376,29.963474,5.542,41.910854,194.160004,60.996433
2011-06-24,28.342133,29.529757,5.514,41.218761,192.550003,60.032921
2011-06-27,28.477261,29.821392,5.492,41.124382,201.25,60.579159
2011-06-28,28.612391,29.567139,5.622,41.313133,202.350006,60.685371
2011-06-29,28.964909,30.247631,5.658,41.399647,204.179993,60.71571
2011-06-30,29.152914,30.614037,5.826,41.792881,204.490005,61.633698
2011-07-01,29.675812,31.283653,5.804,42.083862,209.490005,61.861298
2011-07-05,29.546553,30.869841,5.828,41.989498,213.190002,61.671635
2011-07-06,29.405548,30.516228,5.792,42.249035,214.190002,62.69582
2011-07-07,29.4408,31.088028,5.946,42.854599,216.740005,62.255795
2011-07-08,29.276297,30.651669,5.762,42.532154,218.279999,61.762669
2011-07-11,28.771032,29.66604,5.67,42.366989,212.550003,61.208817
2011-07-12,28.265753,29.63595,5.634,42.422043,211.229996,61.231617
2011-07-13,28.494881,29.809002,5.728,42.48497,213.5,61.330223
2011-07-14,28.359756,30.358225,5.522,42.178246,210.380005,60.94331
2011-07-15,28.45376,30.079849,5.516,42.178246,212.869995,60.586739
2011-07-18,28.001362,29.967001,5.446,41.934444,211.529999,60.017742
2011-07-19,28.265753,30.388325,5.578,42.445641,218.059998,61.307491
2011-07-20,28.659389,30.817165,5.738,42.382725,215.550003,61.216438
2011-07-21,29.158791,31.817837,5.74,42.838875,213.210007,61.84613
2011-07-22,29.317421,31.742603,5.858,42.878212,216.520004,61.959927
2011-07-25,29.117661,31.366404,5.698,42.445641,213.490005,61.573009
2011-07-26,29.282177,31.17832,5.6,42.146793,214.179993,61.11021
2011-07-27,28.806276,30.598984,5.528,41.879383,222.520004,59.471508
2011-07-28,28.906149,30.606518,5.634,41.674904,223.899994,59.425999
2011-07-29,28.712276,30.433472,5.634,41.4547,222.520004,59.365303
2011-08-01,29.176411,30.425945,5.754,41.383915,221.320007,58.95562
2011-08-02,28.964909,29.97452,5.468,40.644646,211.699997,57.529358
2011-08-03,28.888517,30.019667,5.44,40.330055,209.960007,58.663334
2011-08-04,27.431471,28.529961,4.95,39.402016,201.479996,58.229523
2011-08-05,27.073084,28.289202,4.848,39.991871,202.699997,58.404564
2011-08-08,25.157755,25.625811,4.728,38.473969,193.699997,53.746826
2011-08-09,26.391558,27.38637,5.012,39.968269,205.089996,56.821537
2011-08-10,24.393976,25.859039,4.764,38.348305,194.130005,53.571774
2011-08-11,25.909782,27.604538,5.06,39.393955,198.360001,55.261341
2011-08-12,26.156542,27.017698,5.262,39.409805,202.300003,55.398357
2011-08-15,26.509058,27.747496,5.246,39.591995,202.949997,56.380138
2011-08-16,26.456173,27.107983,5.22,41.12878,197.679993,57.186859
2011-08-17,26.580805,27.514257,5.166,40.835686,195.929993,57.932709
2011-08-18,24.996281,26.475988,4.852,41.025803,182.520004,56.593212
2011-08-19,24.782642,25.84399,4.46,41.429813,178.929993,56.593212
2011-08-22,24.871653,25.136768,4.39,41.342655,177.539993,56.638889
2011-08-23,25.411695,26.167515,4.592,42.150665,193.550003,58.008816
2011-08-24,25.198059,26.95751,4.774,42.277405,193.729996,58.975365
2011-08-25,24.758902,26.874746,4.622,41.746666,192.029999,57.734821
2011-08-26,24.604601,27.24341,4.746,41.905113,199.270004,58.762272
2011-08-29,25.29895,28.319305,4.942,42.134811,206.529999,59.203693
2011-08-30,25.411695,27.882923,4.926,41.841724,210.919998,59.416798
2011-08-31,25.850853,28.259108,4.948,42.134811,215.229996,59.774487
2011-09-01,25.536322,27.311129,4.8,41.707066,212.539993,60.489895
2011-09-02,25.168383,26.054661,4.614,41.215919,210,59.789707
2011-09-06,24.373158,25.15934,4.588,40.93866,216.179993,59.667946
2011-09-07,25.014095,26.197611,4.768,41.524853,219.899994,61.349907
2011-09-08,24.533386,25.212006,4.722,41.358509,217.259995,61.464077
2011-09-09,23.767836,24.136114,4.594,40.685173,211.389999,60.048458
2011-09-12,23.393959,24.391914,4.576,41.049568,216.559998,60.67255
2011-09-13,23.566055,24.444582,4.816,40.867382,219.529999,61.426025
2011-09-14,23.726288,24.677818,4.868,41.350574,222.570007,62.331696
2011-09-15,24.568996,25.437717,4.964,41.596142,226.779999,63.176487
2011-09-16,24.723291,25.15181,5.16,41.707066,239.300003,64.112579
2011-09-19,23.957739,24.444582,5.154,41.548637,241.690002,64.713821
2011-09-20,24.070498,24.264019,5.202,41.421879,233.25,64.744301
2011-09-21,23.215925,22.826981,5.17,40.653481,231.869995,64.257195
2011-09-22,22.319813,22.021948,5.126,39.829651,223.229996,63.305843
2011-09-23,22.859846,22.262699,5.276,40.241566,223.610001,63.450466
2011-09-26,23.287132,23.81259,5.104,41.057472,229.850006,64.2724
2011-09-27,23.821243,23.752399,5.238,41.215919,224.210007,64.181122
2011-09-28,23.209986,22.924791,4.918,40.645584,229.710007,63.770111
2011-09-29,23.785639,23.616968,4.824,41.136711,222.440002,63.153641
2011-09-30,22.574993,22.661457,4.878,41.112942,216.229996,62.506741
2011-10-03,21.975599,21.555475,4.746,41.160477,211.979996,62.126183
2011-10-04,22.272329,22.967213,4.732,41.889248,212.5,62.141415
2011-10-05,22.379152,23.407419,5.074,41.707066,219.5,61.075947
2011-10-06,23.435499,24.576273,5.392,41.786274,221.509995,60.276821
2011-10-07,23.304941,23.301163,5.398,42.538818,224.740005,60.139812
2011-10-10,24.147644,24.515551,5.576,43.41811,231.320007,61.821762
2011-10-11,23.993347,24.515551,5.522,43.346821,235.479996,61.570633
2011-10-12,24.693623,25.198648,5.56,43.727051,236.809998,61.966385
2011-10-13,24.557127,23.984259,5.588,43.584473,236.149994,62.156651
2011-10-14,24.705486,24.20437,5.61,43.933014,246.710007,62.232746
2011-10-17,24.224796,23.559221,5.484,43.39436,242.330002,62.681774
2011-10-18,24.509653,24.948181,5.668,44.273643,243.880005,64.363785
2011-10-19,24.20105,24.477613,5.514,44.558815,231.529999,64.219162
2011-10-20,24.094236,25.145525,5.468,44.653889,233.610001,64.127815
2011-10-21,24.515585,25.365625,5.606,45.089565,234.779999,64.919357
2011-10-24,25.138712,26.238474,5.71,44.978653,237.610001,64.29525
2011-10-25,24.646147,25.418762,5.65,44.923206,227.149994,63.343914
2011-10-26,25.120901,25.942469,5.596,45.446033,198.399994,63.724464
2011-10-27,26.610474,28.098015,5.752,45.794586,206.779999,64.858444
2011-10-28,26.942812,27.847534,5.974,45.271751,217.320007,64.637726
2011-10-31,25.910204,26.382685,5.874,44.931137,213.509995,63.359161
2011-11-01,25.174316,24.826736,5.776,44.542976,212.100006,63.435242
2011-11-02,25.708431,25.532614,5.742,45.042027,215.619995,64.257195
2011-11-03,25.827118,26.094261,6.492,45.485641,218.289993,64.462708
2011-11-04,25.738102,25.783083,6.462,45.549015,216.479996,63.785309
2011-11-07,25.761847,25.988016,6.254,45.897587,217,64.05172
2011-11-08,25.993292,26.580027,6.368,46.990726,217.990005,64.87603
2011-11-09,23.732237,24.697714,6.176,45.984703,211.220001,63.662449
2011-11-10,23.506716,24.849518,6.266,46.048084,210.789993,63.135826
2011-11-11,23.8806,25.259373,6.728,46.895683,217.389999,63.380074
2011-11-14,23.720354,24.705309,6.644,46.650105,218.929993,63.692974
2011-11-15,23.684755,24.819155,6.786,45.517326,217.830002,64.479134
2011-11-16,22.812378,23.885592,6.988,44.89946,211.990005,63.303722
2011-11-17,22.349482,23.141771,6.736,44.93906,204.520004,62.571018
2011-11-18,22.539385,23.240442,6.52,45.335136,197.139999,62.372593
2011-11-21,21.904387,22.701559,6.352,44.883614,189.25,62.04438
2011-11-22,22.120665,22.322058,6.414,45.034103,192.339996,62.441254
2011-11-23,21.525892,21.540295,6.29,44.867771,188.990005,61.639858
2011-11-25,21.579966,21.616186,6.332,45.065796,182.399994,61.685658
2011-11-28,22.727461,22.132311,6.512,45.350983,194.149994,62.76181
2011-11-29,22.619314,21.67691,6.35,46.079769,188.389999,63.738766
2011-11-30,23.520487,23.506092,6.548,46.658039,192.289993,65.105011
2011-12-01,23.334238,23.119003,6.52,46.428303,197.130005,66.471222
2011-12-02,23.772806,24.538324,6.66,46.016388,196.029999,66.196457
2011-12-05,24.235416,25.433939,6.884,46.214428,196.240005,66.555183
2011-12-06,23.838896,25.221418,6.974,46.562984,191.990005,67.211548
2011-12-07,24.181341,25.805845,6.838,46.638699,195.320007,66.76123
2011-12-08,23.430365,24.45484,6.178,46.216236,190.479996,65.456093
2011-12-09,23.742781,25.183464,6.208,46.487259,193.029999,64.395164
2011-12-12,22.949745,24.318216,6.082,46.303917,189.520004,64.227264
2011-12-13,22.703419,23.748966,5.89,45.91333,180.509995,63.830376
2011-12-14,22.324934,23.915945,5.706,45.953197,180.210007,63.158745
2011-12-15,22.348967,24.105696,5.724,46.192318,181.259995,63.021351
2011-12-16,22.324934,24.20437,5.6,46.447403,181.259995,63.021351
2011-12-19,22.054585,23.301163,5.55,46.05682,179.330002,62.632088
2011-12-20,22.835588,24.447247,5.58,47.180733,182.520004,63.838009
2011-12-21,22.769512,24.530729,5.514,47.34016,174.350006,63.95248
2011-12-22,23.045858,25.388397,5.554,47.180733,179.029999,63.937252
2011-12-23,23.135988,25.479483,5.58,47.81842,177.279999,64.616516
2011-12-27,23.039864,25.069616,5.714,47.69088,176.270004,64.55545
2011-12-28,22.613308,24.781206,5.702,47.611183,173.889999,64.25016
2011-12-29,22.859631,25.365625,5.746,47.81842,173.860001,64.372276
2011-12-30,22.889666,25.236607,5.712,47.635086,173.100006,63.593754
2012-01-03,23.568541,26.54966,5.616,48.089451,179.029999,64.570717
2012-01-04,23.580563,26.71785,5.542,47.595226,177.509995,64.166199
2012-01-05,23.310213,27.275898,5.424,47.364067,177.610001,63.547962
2012-01-06,23.015829,27.031265,5.382,47.029282,182.610001,61.922256
2012-01-09,22.985786,26.985403,5.45,47.172768,178.559998,60.304184
2012-01-10,23.430365,27.558754,5.524,47.061169,179.339996,60.411041
2012-01-11,23.160019,28.025068,5.646,47.348125,178.899994,61.052158
2012-01-12,23.226103,28.170319,5.65,47.427849,175.929993,61.021622
2012-01-13,23.190056,27.45937,4.558,47.459732,178.419998,61.525379
2012-01-17,23.700718,26.687258,5.32,47.706825,181.660004,62.143593
2012-01-18,24.103241,27.933334,5.362,47.834351,189.440002,62.40308
2012-01-19,24.854212,28.23147,5.352,48.312634,194.449997,61.983318
2012-01-20,25.473017,28.560198,5.32,48.631477,190.929993,62.135956
2012-01-23,25.418951,28.789524,5.354,48.551773,186.089996,62.311489
2012-01-24,25.370876,28.789524,5.484,48.934372,187,62.380199
2012-01-25,25.244722,28.743668,5.594,48.998138,187.800003,63.135826
2012-01-26,25.340843,28.659565,5.788,48.599602,193.320007,62.632088
2012-01-27,25.587168,28.445518,5.866,48.39233,195.369995,62.296246
2012-01-30,24.914286,28.292629,5.914,48.862629,192.149994,62.158882
2012-01-31,25.130571,28.514332,5.814,48.910454,194.440002,62.792366
2012-02-01,25.695307,28.743668,5.916,49.564095,179.460007,63.517437
2012-02-02,25.935612,28.705441,6.05,49.37278,181.720001,65.265266
2012-02-03,26.638531,29.263494,6.23,49.444519,187.679993,65.150803
2012-02-06,26.476311,29.156473,6.36,49.324959,183.139999,64.906563
2012-02-07,26.710615,28.950068,6.32,49.173504,184.190002,64.540192
2012-02-08,27.004995,29.278784,6.386,49.11771,185.479996,64.509583
2012-02-09,27.004995,28.942425,6.516,49.388733,184.979996,64.700912
2012-02-10,26.398216,28.751312,6.22,49.340904,185.539993,64.448341
2012-02-13,26.764688,29.278784,6.298,49.253212,191.589996,64.195747
2012-02-14,26.470303,28.988285,6.634,49.595982,191.300003,64.371803
2012-02-15,26.974958,28.590775,6.72,49.229301,184.470001,63.713528
2012-02-16,27.287367,29.049442,6.836,49.452492,179.929993,64.333527
2012-02-17,27.521671,29.408751,6.994,49.803211,182.5,64.655022
2012-02-21,27.425547,29.401093,6.9,47.882183,182.259995,64.49427
2012-02-22,27.143175,29.102951,6.844,46.710442,180.580002,64.532524
2012-02-23,27.239305,29.424028,6.906,46.662621,178.889999,64.884628
2012-02-24,27.395506,29.263494,6.75,46.861885,179.130005,64.601425
2012-02-27,26.404221,29.85977,6.724,46.598839,178.529999,65.129562
2012-02-28,26.890852,29.97444,6.762,46.973488,183.800003,65.267342
2012-02-29,26.686594,29.997387,6.682,47.093056,179.690002,65.872017
2012-03-01,27.215275,30.861214,6.882,46.885796,180.039993,65.948578
2012-03-02,27.071085,31.059965,6.808,47.037262,179.300003,66.002159
2012-03-05,26.704611,30.884146,6.754,47.348125,180.259995,67.073746
2012-03-06,25.929605,30.058531,6.622,47.005379,181.089996,67.035446
2012-03-07,26.121851,30.540142,6.624,47.714794,183.770004,67.272736
2012-03-08,26.452288,30.914719,6.614,47.961948,187.639999,67.586548
2012-03-09,26.26605,31.365749,6.948,48.210701,184.320007,68.382599
2012-03-12,26.187939,30.991169,7.202,48.692173,183.389999,68.451492
2012-03-13,27.25132,33.16988,7.218,48.948956,184.589996,68.872452
2012-03-14,27.501499,33.315128,7.058,49.013149,182.259995,69.576668
2012-03-15,27.574715,34.171314,7,49.133507,184.429993,70.005287
2012-03-16,27.989653,34.071949,7.064,48.820576,185.050003,69.224533
2012-03-19,27.971352,34.400665,6.996,48.740326,185.520004,68.903061
2012-03-20,27.409969,34.691158,6.992,48.627968,192.330002,69.086777
2012-03-21,27.379459,34.492378,7.03,48.595882,191.729996,69.37764
2012-03-22,27.202492,34.133114,6.88,48.668114,192.399994,69.2705
2012-03-23,27.092674,34.522972,6.816,48.748348,195.039993,69.094421
2012-03-26,27.403873,35.295071,7.48,49.10944,202.869995,70.051216
2012-03-27,27.416075,35.081032,7.588,49.021175,205.440002,69.867508
2012-03-28,27.202492,35.371525,7.57,49.101402,201.160004,69.362328
2012-03-29,26.824183,34.912842,7.466,48.804516,204.610001,68.765297
2012-03-30,27.086567,35.149837,7.448,49.10944,202.509995,69.500122
2012-04-02,27.269623,35.264496,7.316,49.237831,198.050003,70.296127
2012-04-03,27.336746,34.949017,7.602,48.668114,199.660004,69.186295
2012-04-04,27.062151,34.17186,7,48.355141,193.990005,68.152977
2012-04-05,26.750959,34.117992,6.896,48.684135,194.389999,67.854446
2012-04-09,26.555693,33.771732,6.63,48.250835,191.869995,67.265083
2012-04-10,25.884478,33.056145,6.492,48.090347,186.979996,66.507301
2012-04-11,26.201778,33.864071,6.618,47.986027,187.970001,66.836418
2012-04-12,26.696039,34.50272,6.688,48.25885,190.690002,66.729294
2012-04-13,26.213987,33.248486,6.718,47.961948,188.460007,66.071053
2012-04-16,26.293314,33.340832,6.45,48.611931,185.5,66.499664
2012-04-17,26.879103,33.779434,6.448,49.647083,188.389999,67.104355
2012-04-18,27.001143,33.310066,6.532,49.799538,191.070007,67.410507
2012-04-19,27.117073,33.256203,6.632,49.550785,191.100006,66.683372
2012-04-20,27.269623,32.871464,6.632,50.112484,189.979996,67.035446
2012-04-23,26.927906,32.971497,6.388,47.777401,188.240005,66.300659
2012-04-24,27.300137,33.302364,6.364,46.357067,190.330002,66.155212
2012-04-25,27.361149,33.210033,6.582,46.028065,194.419998,66.805801
2012-04-26,27.495398,33.702492,6.698,47.303951,195.990005,67.418182
2012-04-27,27.812704,33.348522,6.668,47.368141,226.850006,67.885086
2012-04-30,27.562525,33.071529,6.626,47.271854,231.899994,67.494713
2012-05-01,28.044577,33.694794,6.756,47.40023,230.039993,66.568558
2012-05-02,27.922531,33.240784,6.788,47.352097,230.25,66.315948
2012-05-03,27.831001,33.094608,6.492,47.336056,229.449997,64.478951
2012-05-04,27.385565,32.12508,6.366,47.103336,223.990005,63.828339
2012-05-07,27.501499,32.148163,6.494,47.496532,225.160004,63.64465
2012-05-08,27.330647,31.840376,6.038,47.384186,223.899994,63.25428
2012-05-09,27.129278,31.270987,6.012,47.689571,222.979996,63.238964
2012-05-10,27.330647,31.347931,6.592,47.818817,226.690002,64.203415
2012-05-11,26.995039,28.439358,6.45,48.004654,227.679993,64.754517
2012-05-14,26.696039,27.539087,6.012,47.721886,222.929993,64.524872
2012-05-15,26.641125,27.885347,5.886,47.948093,224.389999,64.739204
2012-05-16,26.110891,27.28516,5.836,47.818817,224.059998,64.991798
2012-05-17,25.334042,26.107887,5.714,49.830482,218.360001,63.889584
2012-05-18,24.883955,25.76932,5.512,50.436386,213.850006,63.483902
2012-05-21,25.28471,25.015244,5.754,50.929192,218.110001,64.088608
2012-05-22,25.315552,26.169434,6.16,51.486641,215.330002,63.820671
2012-05-23,25.001097,26.361807,6.204,52.17334,217.279999,63.978107
2012-05-24,24.982607,26.138664,6.056,52.569214,215.240005,64.876625
2012-05-25,24.803808,25.777016,5.962,52.7631,212.889999,64.876625
2012-05-29,24.908617,25.877052,6.338,53.062031,214.75,66.535385
2012-05-30,24.119436,25.361509,6.082,52.868145,209.229996,65.89801
2012-05-31,24.353725,25.507702,5.9,53.175125,212.910004,66.343422
2012-06-01,23.854319,24.56896,5.63,52.956993,208.220001,65.65226
2012-06-04,24.082438,23.853357,5.576,53.312466,214.570007,66.473961
2012-06-05,24.298235,24.615128,5.582,52.916607,213.210007,66.635231
2012-06-06,25.309381,25.446148,5.844,53.264,217.639999,67.410873
2012-06-07,25.586819,25.246086,5.786,53.215523,218.800003,67.679649
2012-06-08,25.48201,25.915514,6.016,55.114048,218.479996,68.148102
2012-06-11,25.297041,25.253784,5.824,54.556614,216.5,67.510704
2012-06-12,25.97525,25.984768,5.932,54.710121,216.419998,67.963783
2012-06-13,25.97525,26.392588,5.954,54.184982,214.729996,67.142075
2012-06-14,26.2342,26.661905,5.878,54.637398,214.449997,68.985168
2012-06-15,26.560976,26.954292,5.982,54.734341,218.350006,70.221565
2012-06-18,26.468479,26.638813,6.368,55.033272,222.660004,70.67469
2012-06-19,27.183676,27.223606,6.418,54.782822,224.029999,70.544121
2012-06-20,27.36866,28.046932,6.756,55.356419,223.020004,70.259979
2012-06-21,26.696613,27.323637,6.438,54.693947,220.570007,69.422913
2012-06-22,27.060381,27.692982,6.758,54.370792,222.160004,69.829941
2012-06-25,26.702787,27.177446,6.622,55.08173,220.070007,69.783844
2012-06-26,27.041882,27.477535,6.322,55.404896,225.610001,70.413574
2012-06-27,27.485796,28.300858,6.392,55.412975,225.619995,70.129433
2012-06-28,26.937065,27.608343,6.282,55.17868,221.309998,71.358154
2012-06-29,27.208344,27.49292,6.258,56.325867,228.350006,72.955482
2012-07-02,27.689255,27.916124,6.08,56.026955,229.320007,72.494728
